item1_id,item2_id,item1_text,item2_text,item1_valence,item2_valence,item1_arousal,item2_arousal,item1_dominance,item2_dominance,valence_human_1,valence_human_2,valence_human_3,arousal_human_1,arousal_human_2,arousal_human_3,dominance_human_1,dominance_human_2,dominance_human_3
Nathans_Bylichka_29483_29506,SemEval_1154,"“Roll up your sleeves,”",Audio Slide Show: A love story lasting 61 years,3.0,3.2,3.4,2.9,3.4,3.0,Text2,Text2,Text1,Text1,Text1,Text1,Text1,Text1,Text1
Nathans_Bylichka_38817_38837,hotel-california_25973_25999,“Didn’t I warn you?”,No one else said anything.,2.44,2.82,3.33,2.55,3.33,3.09,Text2,Text2,Text2,Text1,Text2,Text1,Text1,Text2,Text2
How_soon-Lebron-James_2193_2304,wsj_2465_4206_4287,"I'm no longer the target demographic for most of the products Lebron endorses, but you know what matters to me?",Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,2.7,3.0,3.3,3.14,2.9,3.14,Text2,Text2,Text2,Text2,Text1,Text1,Text2,Text2,Text2
Nathans_Bylichka_12551_12560,captured_moments_5085_5254,What up?”,"Her lower lip (a trifle too narrow for her face, perhaps her only physical flaw) thrust forward slightly as she started to speak.",3.11,3.29,3.11,3.29,3.11,3.43,Text2,Text2,Text1,Text1,Text2,Text1,Text2,Text2,Text2
wsj_2465_4206_4287,NYTnewswire4_3018_3182,Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,"You're a focal point, and people are looking at you, but it's a team game, and you depend on your team 1,000 times more than that billboard to get you the Heisman.""",3.0,3.37,3.14,3.63,3.14,3.25,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2
Ant_Robot_19422_19434,NYTnewswire7_3260_3393,The Behavior,"""We are also taking a real hard look currently at almost all species of shark, though we haven't made a formal statement about that.""",3.0,3.0,2.78,3.0,3.0,3.12,Text2,Text2,Text2,Text2,Text2,Text1,Text2,Text2,Text1
NYTnewswire4_3018_3182,captured_moments_33844_33911,"You're a focal point, and people are looking at you, but it's a team game, and you depend on your team 1,000 times more than that billboard to get you the Heisman.""","I heard no voices until Malaquez said, ""Enter.""",3.37,2.9,3.63,2.9,3.25,2.9,Text1,Text2,Text2,Text1,Text1,Text1,Text1,Text1,Text1
Nathans_Bylichka_45926_45965,blog-new-year's-resolutions_5010_5074,"Isis collapsed on the fur, strings cut.",Self-efficacy did not have a significant effect on goal-setting.,2.6,2.9,3.4,3.0,3.1,3.1,Text2,Text1,Text2,Text1,Text1,Text1,Text2,Text1,Text2
Anti-Terrorist_4031_4279,SemEval_597,"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places involving isolated disaffected groups.",Stenson defends his title at Dubai,2.92,3.12,3.0,3.12,2.91,3.12,Text2,Text2,Text2,Text2,Text2,Text1,Text2,Text2,Text1
116CUL034_796_978,Nathans_Bylichka_15318_15334,"We have met with a number of successes along the way, most notably the Summer Fun Line, the Metro Summer Bus Pass, and the development of ten neighborhood youth councils.","“Thanks, Dvorov.",3.2,3.56,3.0,3.0,3.5,3.22,Text2,Text2,Text1,Text2,Text2,Text2,Text1,Text1,Text1
SemEval_1155,118CWL050_2436_2656,Microsoft to release next generation phone,"Will you make a financial gift to Big Sisters in 1999 that will ensure that more young people receive the guidance they need, that more young people stay in school, stay off drugs and make good choices?",3.36,3.0,3.0,3.0,3.27,3.0,Text1,Text1,Text2,Text2,Text1,Text1,Text1,Text1,Text1
Nathans_Bylichka_15318_15334,602CZL285_86_259,"“Thanks, Dvorov.",Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).,3.56,3.5,3.0,3.0,3.22,3.17,Text2,Text1,Text2,Text1,Text2,Text2,Text1,Text1,Text1
116CUL034_796_978,hotel-california_33157_33182,"We have met with a number of successes along the way, most notably the Summer Fun Line, the Metro Summer Bus Pass, and the development of ten neighborhood youth councils.",Our instinct was to hide.,3.2,2.8,3.0,3.1,3.5,2.8,Text1,Text2,Text1,Text2,Text2,Text2,Text1,Text1,Text1
Nathans_Bylichka_15318_15334,Nathans_Bylichka_45926_45965,"“Thanks, Dvorov.","Isis collapsed on the fur, strings cut.",3.56,2.6,3.0,3.4,3.22,3.1,Text1,Text1,Text1,Text2,Text2,Text2,Text1,Text1,Text1
Nathans_Bylichka_45926_45965,captured_moments_5085_5254,"Isis collapsed on the fur, strings cut.","Her lower lip (a trifle too narrow for her face, perhaps her only physical flaw) thrust forward slightly as she started to speak.",2.6,3.29,3.4,3.29,3.1,3.43,Text2,Text2,Text2,Text1,Text1,Text1,Text2,Text2,Text2
How_soon-Lebron-James_2193_2304,Nathans_Bylichka_45926_45965,"I'm no longer the target demographic for most of the products Lebron endorses, but you know what matters to me?","Isis collapsed on the fur, strings cut.",2.7,2.6,3.3,3.4,2.9,3.1,Text1,Text1,Text1,Text2,Text1,Text2,Text2,Text1,Text2
SemEval_597,602CZL285_86_259,Stenson defends his title at Dubai,Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).,3.12,3.5,3.12,3.0,3.12,3.17,Text2,Text2,Text2,Text1,Text1,Text1,Text2,Text1,Text1
Nathans_Bylichka_29483_29506,Nathans_Bylichka_12551_12560,"“Roll up your sleeves,”",What up?”,3.0,3.11,3.4,3.11,3.4,3.11,Text2,Text2,Text2,Text1,Text1,Text1,Text1,Text2,Text1
113CWL018_952_1022,Nathans_Bylichka_29483_29506,Your contribution last year of helped us get where we are today.,"“Roll up your sleeves,”",3.9,3.0,3.1,3.4,3.4,3.4,Text1,Text1,Text1,Text2,Text2,Text1,Text2,Text2,Text1
Nathans_Bylichka_29483_29506,602CZL285_86_259,"“Roll up your sleeves,”",Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).,3.0,3.5,3.4,3.0,3.4,3.17,Text2,Text2,Text1,Text1,Text1,Text1,Text2,Text1,Text1
NYTnewswire7_3260_3393,wsj_2465_4206_4287,"""We are also taking a real hard look currently at almost all species of shark, though we haven't made a formal statement about that.""",Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,3.0,3.0,3.0,3.14,3.12,3.14,Text2,Text2,Text1,Text2,Text1,Text1,Text2,Text2,Text2
The_Black_Willow_11596_11663,captured_moments_5085_5254,"Allan crouched over his desk once more, pen in hand and mind blank.","Her lower lip (a trifle too narrow for her face, perhaps her only physical flaw) thrust forward slightly as she started to speak.",2.7,3.29,3.0,3.29,2.8,3.43,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2
hotel-california_25973_25999,captured_moments_33844_33911,No one else said anything.,"I heard no voices until Malaquez said, ""Enter.""",2.82,2.9,2.55,2.9,3.09,2.9,Text2,Text1,Text2,Text2,Text2,Text2,Text1,Text1,Text1
wsj_2465_4206_4287,SemEval_1154,Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,Audio Slide Show: A love story lasting 61 years,3.0,3.2,3.14,2.9,3.14,3.0,Text2,Text2,Text2,Text1,Text1,Text1,Text1,Text1,Text2
602CZL285_86_259,hotel-california_25973_25999,Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).,No one else said anything.,3.5,2.82,3.0,2.55,3.17,3.09,Text2,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1
Ant_Robot_19422_19434,Nathans_Bylichka_38817_38837,The Behavior,“Didn’t I warn you?”,3.0,2.44,2.78,3.33,3.0,3.33,Text1,Text1,Text1,Text2,Text2,Text1,Text2,Text2,Text2
Nathans_Bylichka_15318_15334,NYTnewswire7_3260_3393,"“Thanks, Dvorov.","""We are also taking a real hard look currently at almost all species of shark, though we haven't made a formal statement about that.""",3.56,3.0,3.0,3.0,3.22,3.12,Text1,Text1,Text2,Text2,Text2,Text1,Text1,Text2,Text1
How_soon-Lebron-James_2193_2304,NYTnewswire4_3018_3182,"I'm no longer the target demographic for most of the products Lebron endorses, but you know what matters to me?","You're a focal point, and people are looking at you, but it's a team game, and you depend on your team 1,000 times more than that billboard to get you the Heisman.""",2.7,3.37,3.3,3.63,2.9,3.25,Text2,Text2,Text2,Text2,Text1,Text1,Text2,Text2,Text2
SemEval_597,118CWL050_2436_2656,Stenson defends his title at Dubai,"Will you make a financial gift to Big Sisters in 1999 that will ensure that more young people receive the guidance they need, that more young people stay in school, stay off drugs and make good choices?",3.12,3.0,3.12,3.0,3.12,3.0,Text1,Text1,Text1,Text1,Text2,Text1,Text2,Text1,Text1
NYTnewswire7_3260_3393,602CZL285_86_259,"""We are also taking a real hard look currently at almost all species of shark, though we haven't made a formal statement about that.""",Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).,3.0,3.5,3.0,3.0,3.12,3.17,Text2,Text2,Text2,Text2,Text2,Text1,Text2,Text2,Text1
hotel-california_25973_25999,hsus4_4933_5015,No one else said anything.,"REGISTRATION DOES NOT IMPLY ENDORSEMENT, APPROVAL, OR RECOMMENDATION BY THE STATE.",2.82,2.8,2.55,2.8,3.09,3.1,Text1,Text2,Text2,Text2,Text1,Text2,Text2,Text2,Text1
detroit_12208_12263,SemEval_1154,"Did we build sane, sustainable, survival shelter homes?",Audio Slide Show: A love story lasting 61 years,3.1,3.2,3.0,2.9,3.1,3.0,Text2,Text1,Text2,Text1,Text2,Text1,Text2,Text1,Text1
Uprooted_Farming-on-Sand_3238_3353,Nathans_Bylichka_12551_12560,"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",What up?”,3.14,3.11,3.0,3.11,3.43,3.11,Text1,Text1,Text1,Text2,Text2,Text1,Text1,Text1,Text1
SemEval_1155,Nathans_Bylichka_38817_38837,Microsoft to release next generation phone,“Didn’t I warn you?”,3.36,2.44,3.0,3.33,3.27,3.33,Text1,Text1,Text1,Text2,Text1,Text1,Text2,Text1,Text2
Nathans_Bylichka_12551_12560,hsus4_4933_5015,What up?”,"REGISTRATION DOES NOT IMPLY ENDORSEMENT, APPROVAL, OR RECOMMENDATION BY THE STATE.",3.11,2.8,3.11,2.8,3.11,3.1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1
Nathans_Bylichka_45926_45965,captured_moments_33844_33911,"Isis collapsed on the fur, strings cut.","I heard no voices until Malaquez said, ""Enter.""",2.6,2.9,3.4,2.9,3.1,2.9,Text2,Text2,Text2,Text1,Text1,Text1,Text2,Text2,Text2
wsj_2465_4206_4287,hotel-california_25973_25999,Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,No one else said anything.,3.0,2.82,3.14,2.55,3.14,3.09,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text2
The_Black_Willow_11596_11663,hotel-california_33157_33182,"Allan crouched over his desk once more, pen in hand and mind blank.",Our instinct was to hide.,2.7,2.8,3.0,3.1,2.8,2.8,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text1
Nathans_Bylichka_15318_15334,SemEval_1154,"“Thanks, Dvorov.",Audio Slide Show: A love story lasting 61 years,3.56,3.2,3.0,2.9,3.22,3.0,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1
113CWL018_952_1022,captured_moments_33844_33911,Your contribution last year of helped us get where we are today.,"I heard no voices until Malaquez said, ""Enter.""",3.9,2.9,3.1,2.9,3.4,2.9,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1
SemEval_1155,hotel-california_25973_25999,Microsoft to release next generation phone,No one else said anything.,3.36,2.82,3.0,2.55,3.27,3.09,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1
Nathans_Bylichka_45926_45965,hsus4_4933_5015,"Isis collapsed on the fur, strings cut.","REGISTRATION DOES NOT IMPLY ENDORSEMENT, APPROVAL, OR RECOMMENDATION BY THE STATE.",2.6,2.8,3.4,2.8,3.1,3.1,Text2,Text1,Text2,Text1,Text1,Text2,Text1,Text2,Text1
How_soon-Lebron-James_2193_2304,SemEval_1154,"I'm no longer the target demographic for most of the products Lebron endorses, but you know what matters to me?",Audio Slide Show: A love story lasting 61 years,2.7,3.2,3.3,2.9,2.9,3.0,Text2,Text2,Text2,Text1,Text1,Text2,Text2,Text1,Text2
Uprooted_Farming-on-Sand_3238_3353,NYTnewswire4_3018_3182,"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.","You're a focal point, and people are looking at you, but it's a team game, and you depend on your team 1,000 times more than that billboard to get you the Heisman.""",3.14,3.37,3.0,3.63,3.43,3.25,Text2,Text2,Text2,Text2,Text2,Text2,Text1,Text2,Text2
SemEval_597,SemEval_1154,Stenson defends his title at Dubai,Audio Slide Show: A love story lasting 61 years,3.12,3.2,3.12,2.9,3.12,3.0,Text1,Text2,Text2,Text2,Text2,Text1,Text1,Text1,Text1
116CUL034_2074_2422,Nathans_Bylichka_12551_12560,"Since its re-organization, MCCOY has established its unique niche within the community by refraining from direct service programming and focusing on what it does best: helping to identify youth needs, convening groups of individuals and organizations which can address those needs, and moving toward collaborative solutions.",What up?”,3.5,3.11,3.13,3.11,3.12,3.11,Text2,Text1,Text1,Text1,Text2,Text1,Text1,Text1,Text1
Anti-Terrorist_4031_4279,wsj_2465_4206_4287,"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places involving isolated disaffected groups.",Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,2.92,3.0,3.0,3.14,2.91,3.14,Text2,Text2,Text2,Text1,Text1,Text2,Text2,Text2,Text2
116CUL034_2074_2422,602CZL285_86_259,"Since its re-organization, MCCOY has established its unique niche within the community by refraining from direct service programming and focusing on what it does best: helping to identify youth needs, convening groups of individuals and organizations which can address those needs, and moving toward collaborative solutions.",Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).,3.5,3.5,3.13,3.0,3.12,3.17,Text2,Text1,Text2,Text1,Text1,Text2,Text2,Text2,Text2
The_Black_Willow_11596_11663,hsus4_4933_5015,"Allan crouched over his desk once more, pen in hand and mind blank.","REGISTRATION DOES NOT IMPLY ENDORSEMENT, APPROVAL, OR RECOMMENDATION BY THE STATE.",2.7,2.8,3.0,2.8,2.8,3.1,Text2,Text2,Text2,Text1,Text1,Text2,Text2,Text2,Text2
Nathans_Bylichka_15318_15334,Uprooted_Farming-on-Sand_3238_3353,"“Thanks, Dvorov.","Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",3.56,3.14,3.0,3.0,3.22,3.43,Text1,Text1,Text1,Text2,Text1,Text2,Text2,Text1,Text2
118CWL050_2436_2656,Nathans_Bylichka_12551_12560,"Will you make a financial gift to Big Sisters in 1999 that will ensure that more young people receive the guidance they need, that more young people stay in school, stay off drugs and make good choices?",What up?”,3.0,3.11,3.0,3.11,3.0,3.11,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2
Nathans_Bylichka_15318_15334,hotel-california_25973_25999,"“Thanks, Dvorov.",No one else said anything.,3.56,2.82,3.0,2.55,3.22,3.09,Text1,Text1,Text1,Text1,Text1,Text2,Text1,Text2,Text1
Anti-Terrorist_4031_4279,Nathans_Bylichka_12551_12560,"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places involving isolated disaffected groups.",What up?”,2.92,3.11,3.0,3.11,2.91,3.11,Text2,Text2,Text2,Text2,Text2,Text1,Text2,Text2,Text1
How_soon-Lebron-James_2193_2304,Uprooted_Farming-on-Sand_3238_3353,"I'm no longer the target demographic for most of the products Lebron endorses, but you know what matters to me?","Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",2.7,3.14,3.3,3.0,2.9,3.43,Text2,Text2,Text2,Text1,Text1,Text1,Text2,Text2,Text1
Ant_Robot_19422_19434,captured_moments_5085_5254,The Behavior,"Her lower lip (a trifle too narrow for her face, perhaps her only physical flaw) thrust forward slightly as she started to speak.",3.0,3.29,2.78,3.29,3.0,3.43,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2,Text2
wsj_2465_4206_4287,Nathans_Bylichka_29483_29506,Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,"“Roll up your sleeves,”",3.0,3.0,3.14,3.4,3.14,3.4,Text2,Text1,Text1,Text1,Text2,Text2,Text2,Text2,Text1
NYTnewswire7_3260_3393,SemEval_1154,"""We are also taking a real hard look currently at almost all species of shark, though we haven't made a formal statement about that.""",Audio Slide Show: A love story lasting 61 years,3.0,3.2,3.0,2.9,3.12,3.0,Text2,Text2,Text1,Text1,Text1,Text2,Text1,Text1,Text1
detroit_12208_12263,blog-new-year's-resolutions_5010_5074,"Did we build sane, sustainable, survival shelter homes?",Self-efficacy did not have a significant effect on goal-setting.,3.1,2.9,3.0,3.0,3.1,3.1,Text1,Text1,Text1,Text2,Text2,Text1,Text1,Text2,Text1
Nathans_Bylichka_29483_29506,Uprooted_Farming-on-Sand_3238_3353,"“Roll up your sleeves,”","Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",3.0,3.14,3.4,3.0,3.4,3.43,Text2,Text2,Text1,Text1,Text1,Text1,Text2,Text2,Text2
113CWL018_952_1022,blog-new-year's-resolutions_5010_5074,Your contribution last year of helped us get where we are today.,Self-efficacy did not have a significant effect on goal-setting.,3.9,2.9,3.1,3.0,3.4,3.1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1
116CUL034_796_978,Nathans_Bylichka_12551_12560,"We have met with a number of successes along the way, most notably the Summer Fun Line, the Metro Summer Bus Pass, and the development of ten neighborhood youth councils.",What up?”,3.2,3.11,3.0,3.11,3.5,3.11,Text1,Text1,Text1,Text2,Text1,Text2,Text1,Text1,Text1
detroit_12208_12263,Nathans_Bylichka_29483_29506,"Did we build sane, sustainable, survival shelter homes?","“Roll up your sleeves,”",3.1,3.0,3.0,3.4,3.1,3.4,Text1,Text2,Text1,Text2,Text2,Text1,Text2,Text2,Text1
Uprooted_Farming-on-Sand_3238_3353,SemEval_1154,"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",Audio Slide Show: A love story lasting 61 years,3.14,3.2,3.0,2.9,3.43,3.0,Text1,Text1,Text2,Text1,Text1,Text2,Text1,Text1,Text1
113CWL018_952_1022,detroit_12208_12263,Your contribution last year of helped us get where we are today.,"Did we build sane, sustainable, survival shelter homes?",3.9,3.1,3.1,3.0,3.4,3.1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text1,Text2
